Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1000,2.0816162,46.7,0.95759875,-0.2726491615176201,-0.2726491615176201,1.0
2000,2.0594983,35.333333333333336,1.1703026,-0.8204425121175831,-0.8204425121175831,1.0
3000,2.0552132,50.421052631578945,1.0373831,-0.25045346586327805,-0.25045346586327805,1.0
4000,2.0963078,49.31578947368421,0.8529796,0.5179553151130676,0.5179553151130676,1.0
5000,2.038227,45.54545454545455,1.2206141,-0.9351588629540943,-0.9351588629540943,1.0
6000,2.0805092,41.083333333333336,1.0624219,-0.8450153258939584,-0.8450153258939584,1.0
7000,2.0617576,52.31578947368421,0.93922323,0.013441485793966996,0.013441485793966996,1.0
8000,2.0512607,43.904761904761905,1.1411273,-1.4821522330695933,-1.4821522330695933,1.0
9000,2.1032493,42.5,0.9758955,-0.7325778927492059,-0.7325778927492059,1.0
10000,2.061708,53.44444444444444,1.1187409,-1.0803138072553433,-1.0803138072553433,1.0
11000,2.0880623,45.36363636363637,1.1760331,-0.6087253178868975,-0.6087253178868975,1.0
12000,2.095583,50.0,1.0485557,0.118027463555336,0.118027463555336,1.0
13000,2.0980232,58.1764705882353,1.2709281,1.217919886988752,1.217919886988752,1.0
14000,2.101735,47.26315789473684,1.0940112,-0.8711306005716324,-0.8711306005716324,1.0
15000,2.091929,41.19230769230769,1.2657975,0.13554203152656555,0.13554203152656555,1.0
16000,2.0878215,42.31818181818182,1.1330695,-0.482824717732993,-0.482824717732993,1.0
17000,2.1032085,42.608695652173914,0.966064,-0.7586074458516162,-0.7586074458516162,1.0
18000,2.070307,46.142857142857146,1.3318897,0.1560999723997983,0.1560999723997983,1.0
19000,2.1063066,47.904761904761905,0.8739096,0.7701212763786316,0.7701212763786316,1.0
20000,2.093253,46.285714285714285,1.1948202,0.02918134984515962,0.02918134984515962,1.0
21000,2.0845573,49.7,1.1284915,0.21196444630622863,0.21196444630622863,1.0
22000,2.1131234,51.388888888888886,0.92575914,0.16984429798628153,0.16984429798628153,1.0
23000,2.0933847,52.35,1.020391,0.08391209181986357,0.08391209181986357,1.0
24000,2.1062043,53.294117647058826,1.1019759,0.5405995945135752,0.5405995945135752,1.0
25000,2.0942502,60.416666666666664,0.9173183,1.6987130840619404,1.6987130840619404,1.0
26000,2.0826921,86.53333333333333,0.94965166,0.3620060852595738,0.3620060852595738,1.0
27000,2.0783427,64.92307692307692,1.1166625,2.1713705446038927,2.1713705446038927,1.0
28000,2.0815551,74.33333333333333,1.1889049,2.5913939561162675,2.5913939561162675,1.0
29000,2.0949929,45.27777777777778,1.2304972,0.2902866758798298,0.2902866758798298,1.0
30000,2.090617,57.23529411764706,0.94157904,0.14599876544054816,0.14599876544054816,1.0
31000,2.1047366,54.11764705882353,1.0575994,0.9871427648597293,0.9871427648597293,1.0
32000,2.101863,48.666666666666664,0.97784793,2.198952880643663,2.198952880643663,1.0
33000,2.0958438,62.375,1.1782866,2.5034684499104816,2.5034684499104816,1.0
34000,2.097733,54.333333333333336,1.1768517,2.1712830861409507,2.1712830861409507,1.0
35000,2.1113086,71.07692307692308,1.0445999,3.0482863714652404,3.0482863714652404,1.0
36000,2.106377,95.0909090909091,1.1135598,6.400288641452789,6.400288641452789,1.0
37000,2.1130779,52.1578947368421,1.112194,3.4914322966023494,3.4914322966023494,1.0
38000,2.1043515,57.411764705882355,1.0696951,1.859000423375298,1.859000423375298,1.0
39000,2.088961,52.35294117647059,1.0893843,1.9275826546880934,1.9275826546880934,1.0
40000,2.0992386,54.578947368421055,1.116801,1.2368346829163401,1.2368346829163401,1.0
41000,2.1205475,86.0,1.1575133,4.251015321774916,4.251015321774916,1.0
42000,2.0949745,83.41666666666667,1.1606328,5.51312455534935,5.51312455534935,1.0
43000,2.1033328,57.46666666666667,1.2376778,3.6629275381565094,3.6629275381565094,1.0
44000,2.0787122,108.0,1.2514043,11.34891743659973,11.34891743659973,1.0
45000,2.0968204,100.3,1.2293646,11.069650491078695,11.069650491078695,1.0
46000,2.0875838,165.66666666666666,1.3267406,12.795763432979584,12.795763432979584,1.0
47000,2.1044767,72.61538461538461,1.1970661,6.9160459126744955,6.9160459126744955,1.0
48000,2.0899286,108.0,1.311828,7.7633874548806086,7.7633874548806086,1.0
49000,2.1019535,109.33333333333333,1.1830235,12.351929797066582,12.351929797066582,1.0
50000,2.0942175,160.66666666666666,1.2386818,17.926331480344135,17.926331480344135,1.0
51000,2.0845864,73.41666666666667,1.1319573,8.65558555492988,8.65558555492988,1.0
52000,2.066269,134.5,1.364244,14.345101989805698,14.345101989805698,1.0
53000,2.0575824,172.83333333333334,1.4376785,28.894330406188963,28.894330406188963,1.0
54000,2.0282533,134.28571428571428,1.298868,17.72694293409586,17.72694293409586,1.0
55000,2.0722172,86.81818181818181,1.422769,10.745303235270761,10.745303235270761,1.0
56000,2.0646782,106.0,1.0475903,12.396391385131412,12.396391385131412,1.0
57000,2.042522,58.4,1.231579,7.213144811716947,7.213144811716947,1.0
58000,2.062173,119.9090909090909,1.3163061,15.887123172933405,15.887123172933405,1.0
59000,2.0374093,134.0,1.671922,22.23995038441249,22.23995038441249,1.0
60000,2.0700967,109.66666666666667,1.4595509,9.708781321843466,9.708781321843466,1.0
61000,2.0680873,60.42857142857143,1.2204484,7.949282065033913,7.949282065033913,1.0
62000,2.023237,223.85714285714286,1.53794,37.1225440899531,37.1225440899531,1.0
63000,1.984629,126.0,1.682975,21.230986304581165,21.230986304581165,1.0
64000,1.9916868,79.33333333333333,1.861345,12.018298968672752,12.018298968672752,1.0
65000,2.0077555,89.42857142857143,1.7767533,12.574489671736956,12.574489671736956,1.0
66000,1.9970227,159.375,1.7331051,27.398448687046766,27.398448687046766,1.0
67000,2.006303,99.0,1.7362413,16.80739768743515,16.80739768743515,1.0
68000,2.0150285,122.75,1.7271746,14.480186522006989,14.480186522006989,1.0
69000,1.9863545,156.33333333333334,1.8704867,30.946040766579763,30.946040766579763,1.0
70000,1.9763725,151.85714285714286,1.8553374,26.38437271118164,26.38437271118164,1.0
71000,2.015318,78.66666666666667,1.7603253,13.228230568078848,13.228230568078848,1.0
72000,2.0019412,147.57142857142858,1.5564069,28.663594444592793,28.663594444592793,1.0
73000,1.9775249,121.83333333333333,2.0084257,21.531476165567124,21.531476165567124,1.0
74000,1.9070369,239.6,1.9848851,47.81766605377197,47.81766605377197,1.0
75000,1.9403373,125.25,1.8760401,22.98172551393509,22.98172551393509,1.0
76000,1.9479407,81.0,1.8131222,14.252397100130716,14.252397100130716,1.0
77000,1.9518813,147.0,1.8878876,26.62181919813156,26.62181919813156,1.0
78000,1.9394624,376.0,2.11702,82.88647937774658,82.88647937774658,1.0
79000,1.957426,231.0,2.135959,46.32538948059082,46.32538948059082,1.0
80000,1.9413388,216.2,2.0274615,47.119756650924685,47.119756650924685,1.0
81000,1.9548155,139.57142857142858,2.043101,26.393692118780955,26.393692118780955,1.0
82000,1.9458412,112.75,1.9050734,19.677337631583214,19.677337631583214,1.0
83000,1.9017272,110.77777777777777,1.7600948,21.607890288035076,21.607890288035076,1.0
84000,1.8920716,127.88888888888889,2.3298588,20.311303332448006,20.311303332448006,1.0
85000,1.8869402,119.875,2.1567006,28.98290053009987,28.98290053009987,1.0
86000,1.8852068,154.0,2.1389725,28.95882902145386,28.95882902145386,1.0
87000,1.910045,185.16666666666666,2.254115,40.421663204828896,40.421663204828896,1.0
88000,1.9159194,129.85714285714286,1.8444092,30.060342624783516,30.060342624783516,1.0
89000,1.8927757,156.71428571428572,2.3389623,36.42346425851186,36.42346425851186,1.0
90000,1.9175382,145.66666666666666,2.0472026,25.707635266440256,25.707635266440256,1.0
91000,1.8870087,121.55555555555556,2.1961415,24.14460426568985,24.14460426568985,1.0
92000,1.9346274,214.66666666666666,2.2612262,31.619250237941742,31.619250237941742,1.0
93000,1.8404349,312.25,2.4464936,70.83087611198425,70.83087611198425,1.0
94000,1.82248,262.3333333333333,2.6882567,64.79613987604777,64.79613987604777,1.0
95000,1.8259144,176.57142857142858,2.555686,39.52351066044399,39.52351066044399,1.0
96000,1.8036879,199.0,2.6351404,48.093061876297,48.093061876297,1.0
97000,1.8031187,199.8,2.694941,45.90667467117309,45.90667467117309,1.0
98000,1.841751,196.5,2.5813165,46.67983615398407,46.67983615398407,1.0
99000,1.8133659,211.6,2.6062677,51.18565039634704,51.18565039634704,1.0
100000,1.816803,253.25,2.6022723,62.00043113529682,62.00043113529682,1.0
101000,1.8266848,172.33333333333334,2.410541,38.4715610742569,38.4715610742569,1.0
102000,1.8254899,211.6,2.6727107,50.18352485895157,50.18352485895157,1.0
103000,1.8126837,88.4,2.481102,20.388083744049073,20.388083744049073,1.0
104000,1.7337396,383.3333333333333,2.7978854,101.4391534725825,101.4391534725825,1.0
105000,1.7525928,469.0,2.9962215,127.00533437728882,127.00533437728882,1.0
106000,1.7746685,164.0,2.849807,40.15127235651016,40.15127235651016,1.0
107000,1.7803319,377.5,3.061622,95.74410152435303,95.74410152435303,1.0
108000,1.7723067,556.6666666666666,2.9430234,192.76171523332596,192.76171523332596,1.0
109000,1.7531816,161.83333333333334,2.912325,42.890446186065674,42.890446186065674,1.0
110000,1.7640425,400.5,2.6381273,80.56871875127156,80.56871875127156,1.0
111000,1.7453868,260.0,3.0313513,68.86565375328064,68.86565375328064,1.0
112000,1.7574071,461.3333333333333,2.9736109,124.3090128103892,124.3090128103892,1.0
113000,1.789369,244.0,3.029951,61.79651761054993,61.79651761054993,1.0
114000,1.7050157,135.0,3.147386,32.7718665599823,32.7718665599823,1.0
115000,1.7237599,665.5,3.2597365,183.0123662352562,183.0123662352562,1.0
116000,1.6958445,152.33333333333334,3.3818314,41.217560132344566,41.217560132344566,1.0
117000,1.703992,999.0,3.4525251,269.86282444000244,269.86282444000244,1.0
118000,1.7347733,523.6666666666666,3.0611525,173.87438917160034,173.87438917160034,1.0
119000,1.7112753,254.0,2.9603875,77.52320158481598,77.52320158481598,1.0
120000,1.7212183,155.5,3.335365,36.831913912296294,36.831913912296294,1.0
121000,1.7086053,141.8,3.2773151,34.30532960891723,34.30532960891723,1.0
122000,1.725189,482.3333333333333,3.3208368,131.7765854994456,131.7765854994456,1.0
123000,1.7022277,300.0,3.266577,76.09339586893718,76.09339586893718,1.0
124000,1.699491,284.0,3.0596855,75.43835327029228,75.43835327029228,1.0
125000,1.7110656,565.5,3.4188037,100.14355382323265,100.14355382323265,1.0
126000,1.6845838,121.33333333333333,3.5145335,28.440061688423157,28.440061688423157,1.0
127000,1.6742446,236.66666666666666,3.623956,63.1713031133016,63.1713031133016,1.0
128000,1.6829691,675.5,3.7146509,191.98108458518982,191.98108458518982,1.0
129000,1.6891581,363.6666666666667,3.5033514,102.26672061284383,102.26672061284383,1.0
130000,1.6498157,332.3333333333333,3.59089,92.18322006861369,92.18322006861369,1.0
131000,1.6538631,912.0,3.641812,264.9820747375488,264.9820747375488,1.0
132000,1.6743313,557.5,3.4309058,158.16063183546066,158.16063183546066,1.0
133000,1.678841,142.2,3.4257565,33.8748396396637,33.8748396396637,1.0
134000,1.6591911,524.0,3.8046346,150.03198289871216,150.03198289871216,1.0
135000,1.6305693,623.0,3.9104779,172.5726547241211,172.5726547241211,1.0
136000,1.6412635,501.0,3.9170783,144.52608331044516,144.52608331044516,1.0
137000,1.6021084,543.0,3.986792,149.60779190063477,149.60779190063477,1.0
138000,1.651387,490.0,3.923364,142.8272384007772,142.8272384007772,1.0
139000,1.6203074,390.0,3.9536765,109.5507755279541,109.5507755279541,1.0
140000,1.6523519,376.0,3.9204502,104.06572723388672,104.06572723388672,1.0
141000,1.6077473,999.0,3.9619284,288.49434089660645,288.49434089660645,1.0
142000,1.6445781,405.6666666666667,3.9145625,112.89421892166138,112.89421892166138,1.0
143000,1.6406175,589.0,3.9754105,169.2911262512207,169.2911262512207,1.0
144000,1.6498691,325.5,3.9414694,88.97533988952637,88.97533988952637,1.0
145000,1.5783552,999.0,4.308623,289.81750869750977,289.81750869750977,1.0
146000,1.5787842,515.6666666666666,4.274396,150.4613234202067,150.4613234202067,1.0
147000,1.589934,529.0,4.395945,154.28591537475586,154.28591537475586,1.0
148000,1.6200432,405.75,4.2579894,117.47143113613129,117.47143113613129,1.0
149000,1.614494,153.0,4.2602825,40.09543886184692,40.09543886184692,1.0
150000,1.5799884,405.0,4.356225,113.68193817138672,113.68193817138672,1.0
151000,1.6241901,556.0,4.3321567,163.43379974365234,163.43379974365234,1.0
152000,1.0902704,574.0,-3.931837,172.96817255020142,172.96817255020142,1.0
153000,1.053925,649.0,-9.995269,2810.544370651245,2810.544370651245,1.0
154000,1.5912615,354.3333333333333,4.2214904,100.85613397757213,100.85613397757213,1.0
155000,1.6726072,999.0,4.9353733,294.2322521209717,294.2322521209717,1.0
156000,1.645589,999.0,5.0210924,270.96085929870605,270.96085929870605,1.0
157000,1.6539592,426.0,4.7588463,119.12671208381653,119.12671208381653,1.0
158000,1.6774461,346.6666666666667,4.9697843,93.25237083435059,93.25237083435059,1.0
159000,1.6712917,999.0,4.9832096,280.603609085083,280.603609085083,1.0
160000,1.6889964,620.5,4.989545,170.24928998947144,170.24928998947144,1.0
161000,1.6463491,365.6666666666667,4.862091,96.62340335051219,96.62340335051219,1.0
162000,1.6594256,999.0,5.012798,287.93512630462646,287.93512630462646,1.0
163000,1.64207,843.0,4.926926,237.85887837409973,237.85887837409973,1.0
164000,1.6871811,999.0,4.9702353,279.00410556793213,279.00410556793213,1.0
165000,1.6100055,999.0,5.1530266,278.73964977264404,278.73964977264404,1.0
166000,1.6187801,859.0,5.330826,241.81138706207275,241.81138706207275,1.0
167000,1.6229475,499.0,5.284592,142.18241691589355,142.18241691589355,1.0
168000,1.6110537,325.5,5.1693234,87.09290611743927,87.09290611743927,1.0
169000,1.6223942,999.0,5.2882075,285.33581161499023,285.33581161499023,1.0
170000,1.5977275,454.6666666666667,5.256283,130.52138193448386,130.52138193448386,1.0
171000,1.6240643,547.0,5.3462386,153.93770933151245,153.93770933151245,1.0
172000,1.6141174,291.3333333333333,5.280407,78.55377181371053,78.55377181371053,1.0
173000,1.610332,999.0,5.325284,282.9574165344238,282.9574165344238,1.0
174000,1.6115657,999.0,5.291509,288.8034210205078,288.8034210205078,1.0
175000,1.5738684,574.0,5.365525,162.02174615859985,162.02174615859985,1.0
176000,1.5692376,155.5,5.4716086,41.40703085064888,41.40703085064888,1.0
177000,1.5171124,541.3333333333334,5.5201063,154.2405185699463,154.2405185699463,1.0
178000,1.5603938,999.0,5.55416,299.05522537231445,299.05522537231445,1.0
179000,1.5353321,486.0,5.5677032,140.7261619567871,140.7261619567871,1.0
180000,1.5683247,624.0,5.3321776,177.8572371006012,177.8572371006012,1.0
181000,1.5520873,644.0,5.5099635,191.02026772499084,191.02026772499084,1.0
182000,1.5573401,510.5,5.506783,149.2724598646164,149.2724598646164,1.0
183000,1.542474,879.0,5.4962573,255.01556873321533,255.01556873321533,1.0
184000,1.5477957,392.5,5.4763927,112.79787158966064,112.79787158966064,1.0
185000,1.5242066,650.5,5.2922316,185.53328824043274,185.53328824043274,1.0
186000,1.5587627,590.5,5.890331,165.6918659210205,165.6918659210205,1.0
187000,1.5408787,999.0,6.0012946,298.4435348510742,298.4435348510742,1.0
188000,1.5533688,999.0,5.915234,292.9835958480835,292.9835958480835,1.0
189000,1.56503,252.33333333333334,5.8906837,69.20624423027039,69.20624423027039,1.0
190000,1.5600938,472.5,5.850403,132.813374042511,132.813374042511,1.0
191000,1.566232,999.0,5.9265203,290.83177280426025,290.83177280426025,1.0
192000,1.5660144,759.0,5.9171124,214.34943294525146,214.34943294525146,1.0
193000,1.5645686,999.0,5.903637,288.724534034729,288.724534034729,1.0
194000,1.5412202,549.0,5.9246345,159.02667212486267,159.02667212486267,1.0
195000,1.5395799,358.0,5.931543,102.96307309468587,102.96307309468587,1.0
196000,1.5302758,463.3333333333333,6.128138,134.7423071861267,134.7423071861267,1.0
197000,1.5131434,999.0,6.35528,303.30103302001953,303.30103302001953,1.0
198000,1.5177532,926.0,6.2311954,276.05802869796753,276.05802869796753,1.0
199000,1.5120716,572.0,6.251642,165.77772331237793,165.77772331237793,1.0
200000,1.5172178,999.0,6.232773,301.4785051345825,301.4785051345825,1.0
201000,1.5041975,999.0,6.3085594,296.526593208313,296.526593208313,1.0
202000,1.5016499,471.3333333333333,6.1192474,139.6196486155192,139.6196486155192,1.0
203000,1.5211537,440.5,6.271732,124.40241861343384,124.40241861343384,1.0
204000,1.5069184,999.0,6.2472253,301.15018463134766,301.15018463134766,1.0
205000,1.526167,236.66666666666666,6.0373116,65.12925696372986,65.12925696372986,1.0
206000,1.4742886,696.0,6.396122,208.9575194120407,208.9575194120407,1.0
207000,1.4663614,435.5,6.498615,127.6787600517273,127.6787600517273,1.0
208000,1.4859258,517.5,6.6181436,152.25439929962158,152.25439929962158,1.0
209000,1.4502048,999.0,6.632929,304.0367374420166,304.0367374420166,1.0
210000,1.4679775,999.0,6.659007,305.5444459915161,305.5444459915161,1.0
211000,1.4567522,295.0,6.5100803,89.12972259521484,89.12972259521484,1.0
212000,1.4669313,819.0,6.588729,251.2389678955078,251.2389678955078,1.0
213000,1.4829721,969.0,6.4417105,295.0444116592407,295.0444116592407,1.0
214000,1.4889106,859.0,6.444934,257.62619495391846,257.62619495391846,1.0
215000,1.4558281,766.0,6.433611,228.07146835327148,228.07146835327148,1.0
216000,1.457382,999.0,6.6058407,304.5322971343994,304.5322971343994,1.0
217000,1.4855666,752.5,6.846039,220.78496837615967,220.78496837615967,1.0
218000,1.4766669,480.5,6.8843126,140.17861139774323,140.17861139774323,1.0
219000,1.475764,314.0,6.7653713,95.24544382095337,95.24544382095337,1.0
220000,1.4679768,787.5,6.722639,215.94339609146118,215.94339609146118,1.0
221000,1.4646939,292.0,6.824428,171.22767686843872,171.22767686843872,1.0
222000,1.4724982,749.0,6.3827596,225.81596797704697,225.81596797704697,1.0
223000,1.4757546,480.5,6.807931,143.05360221862793,143.05360221862793,1.0
224000,1.476902,999.0,6.882801,301.61276149749756,301.61276149749756,1.0
225000,1.4662739,999.0,6.817807,308.3034782409668,308.3034782409668,1.0
226000,1.4403753,999.0,6.9249506,307.276650428772,307.276650428772,1.0
227000,1.3843789,491.0,7.097414,147.45031213760376,147.45031213760376,1.0
228000,1.4301392,559.0,6.460643,168.40534806251526,168.40534806251526,1.0
229000,1.387218,999.0,7.0718117,310.46813774108887,310.46813774108887,1.0
230000,1.3918041,999.0,7.1589975,309.5280933380127,309.5280933380127,1.0
231000,1.4116731,484.0,6.9832997,147.1789783835411,147.1789783835411,1.0
232000,1.4028522,565.5,6.896983,177.78557777404785,177.78557777404785,1.0
233000,1.4120537,999.0,7.097617,310.39587688446045,310.39587688446045,1.0
234000,1.4099735,242.0,7.144342,69.68448257446289,69.68448257446289,1.0
235000,1.409681,162.0,6.7613525,150.43929332494736,150.43929332494736,1.0
236000,1.4117584,498.0,6.977507,154.77148362000784,154.77148362000784,1.0
237000,1.4087502,999.0,7.362892,315.81019115448,315.81019115448,1.0
238000,1.4080086,549.0,7.366465,163.05787467956543,163.05787467956543,1.0
239000,1.4058673,545.5,7.425502,168.8001914024353,168.8001914024353,1.0
240000,1.4095676,590.5,7.3807697,182.23952960968018,182.23952960968018,1.0
241000,1.4028063,377.5,7.3164215,114.06309056282043,114.06309056282043,1.0
242000,1.4051228,684.0,7.403178,210.91081953048706,210.91081953048706,1.0
243000,1.3953791,395.5,7.1995025,118.47661101818085,118.47661101818085,1.0
244000,1.4103386,293.25,7.2066727,87.64612913131714,87.64612913131714,1.0
245000,1.4094315,999.0,7.4673715,312.7673063278198,312.7673063278198,1.0
246000,1.4147744,999.0,7.4132867,308.2938632965088,308.2938632965088,1.0
247000,1.3837502,892.0,7.5238705,276.7092809677124,276.7092809677124,1.0
248000,1.3883923,693.0,7.762552,215.79426193237305,215.79426193237305,1.0
249000,1.4020337,975.0,7.618929,302.4916663169861,302.4916663169861,1.0
250000,1.3750741,567.0,7.669271,176.93065897623697,176.93065897623697,1.0
251000,1.3943549,550.5,7.6636157,116.97381019592285,116.97381019592285,1.0
252000,1.3790481,159.0,7.6058683,136.00081181526184,136.00081181526184,1.0
253000,1.36784,860.5,7.660919,270.1480711698532,270.1480711698532,1.0
254000,1.3956821,423.0,7.598172,128.12182521820068,128.12182521820068,1.0
255000,1.373588,579.0,7.6944356,179.16258811950684,179.16258811950684,1.0
256000,1.3893248,889.0,7.752063,277.61526584625244,277.61526584625244,1.0
257000,1.3770841,999.0,7.770094,315.1189308166504,315.1189308166504,1.0
258000,1.3829334,999.0,8.030523,317.5737657546997,317.5737657546997,1.0
259000,1.3966959,521.0,7.858595,160.76209064324698,160.76209064324698,1.0
260000,1.3867525,473.0,7.943522,141.99368000030518,141.99368000030518,1.0
261000,1.3968961,852.0,7.9518223,268.35077142715454,268.35077142715454,1.0
262000,1.4026641,504.0,8.0305805,160.25768223404884,160.25768223404884,1.0
263000,1.383649,356.6666666666667,7.853599,108.6762494246165,108.6762494246165,1.0
264000,1.4015417,491.0,7.9120893,150.28079295158386,150.28079295158386,1.0
265000,1.3723917,694.0,7.4762645,214.47922039031982,214.47922039031982,1.0
266000,1.3833615,999.0,8.00096,319.04229164123535,319.04229164123535,1.0
267000,1.3903965,662.0,7.9743776,202.7837734222412,202.7837734222412,1.0
268000,1.3467362,705.5,8.296215,222.42747855186462,222.42747855186462,1.0
269000,1.3530217,999.0,8.354797,320.25248527526855,320.25248527526855,1.0
270000,1.3649563,462.5,8.174204,143.034099817276,143.034099817276,1.0
271000,1.3467482,999.0,8.378144,316.0181407928467,316.0181407928467,1.0
272000,1.3521748,606.0,8.285595,192.08743381500244,192.08743381500244,1.0
273000,1.3590275,999.0,8.318126,318.9626045227051,318.9626045227051,1.0
274000,1.3650365,522.0,8.20946,161.52710461616516,161.52710461616516,1.0
275000,1.3691005,999.0,8.329393,318.4138994216919,318.4138994216919,1.0
276000,1.3466969,999.0,8.327258,310.4929656982422,310.4929656982422,1.0
277000,1.3572286,476.0,8.226995,147.06871438026428,147.06871438026428,1.0
278000,1.3444636,999.0,8.523321,317.3873996734619,317.3873996734619,1.0
279000,1.3441296,959.0,8.586636,304.37675857543945,304.37675857543945,1.0
280000,1.3109401,439.0,8.472685,137.031285127004,137.031285127004,1.0
281000,1.3617436,919.0,8.584711,290.3928737640381,290.3928737640381,1.0
282000,1.3196639,999.0,8.496378,318.90643310546875,318.90643310546875,1.0
283000,1.3226436,532.0,8.572376,163.35730910301208,163.35730910301208,1.0
284000,1.3373228,999.0,8.604398,316.87569427490234,316.87569427490234,1.0
285000,1.3311003,999.0,8.600376,322.0805730819702,322.0805730819702,1.0
286000,1.3486904,474.75,8.493333,149.2076699733734,149.2076699733734,1.0
287000,1.3492342,294.0,8.532965,90.70328855514526,90.70328855514526,1.0
288000,1.3252789,417.0,8.259162,127.98347214857738,127.98347214857738,1.0
289000,1.3156828,999.0,8.780299,316.17120265960693,316.17120265960693,1.0
290000,1.3190613,999.0,8.826659,317.5692892074585,317.5692892074585,1.0
291000,1.3148723,254.0,8.514566,77.14598095417023,77.14598095417023,1.0
292000,1.3109016,999.0,8.834087,317.26271057128906,317.26271057128906,1.0
293000,1.3198804,839.0,8.758789,268.73500859737396,268.73500859737396,1.0
294000,1.2993267,830.5,8.839968,263.61448407173157,263.61448407173157,1.0
295000,1.3079377,999.0,8.783049,314.3977394104004,314.3977394104004,1.0
296000,1.3151932,222.0,8.860455,62.95148706436157,62.95148706436157,1.0
297000,1.3084062,744.0,8.858528,232.94058275222778,232.94058275222778,1.0
298000,1.328269,736.0,8.797603,319.61060523986816,319.61060523986816,1.0
299000,1.3335277,437.0,8.981761,142.0035469532013,142.0035469532013,1.0
300000,1.3042613,786.0,9.109738,250.982985496521,250.982985496521,1.0
301000,1.3139896,594.0,8.94735,184.18712854385376,184.18712854385376,1.0
